dataset,algorithm,config,recall@10,qps,robustness@0.1,robustness@0.3,robustness@0.5,robustness@0.7,robustness@0.9,map@10,ndcg@10,mrr@10,tail95,tail99,tail999
text2image-10M,faiss_hnsw,"faiss ({'M': 32, 'efConstruction': 500}, ef: 512)",0.95153,2511.842984325571,0.98809,0.98222,0.97641,0.96458,0.91593,93.41314202380953,9.522956091621063,9.685432023809524,0.7,0.0,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 32, 'efConstruction': 500}, ef: 64)",0.771287,15426.654937766198,0.9336,0.8956,0.84596,0.76152,0.58384,71.09405519841272,7.759980072122243,8.460950793650793,0.0,0.0,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 1024)",0.980503,1092.2061402430616,0.99543,0.99301,0.99073,0.98699,0.97043,97.30326242063491,9.806960488403906,9.871566031746033,0.9,0.5,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 128)",0.8873070000000001,8400.997623274854,0.9714,0.95538,0.93632,0.89733,0.79006,85.1833567063492,8.894269519063617,9.261420198412699,0.3,0.0,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 2048)",0.9903600000000001,560.62687539088,0.99791,0.99668,0.99552,0.99402,0.98712,98.65050936507934,9.904554538776209,9.937130158730158,1.0,0.8,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 256)",0.933853,3819.88675976855,0.98382,0.97527,0.96581,0.9462,0.87981,91.11791654761906,9.349234442789113,9.567416111111113,0.6,0.0,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 32)",0.718222,19413.452593831596,0.9184,0.86412,0.79679,0.69013,0.50055,64.90467043650794,7.240539516976323,8.09118603174603,0.0,0.0,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 4096)",0.995622,227.5475978091608,0.99924,0.99869,0.99823,0.99772,0.99491,99.36552896825397,9.95628334453861,9.971416825396824,1.0,0.9,0.1
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 512)",0.963315,2032.2074558806864,0.99137,0.98669,0.98208,0.97335,0.93762,94.98906,9.637776486367787,9.759065357142855,0.8,0.1,0.0
text2image-10M,faiss_hnsw,"faiss ({'M': 64, 'efConstruction': 500}, ef: 64)",0.818379,12968.552796782325,0.95138,0.92252,0.88519,0.81712,0.66371,76.69117154761904,8.221554082983895,8.799870515873016,0.1,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef100,0.8978490000000001,19374.09666853434,0.98014,0.96771,0.95061,0.91232,0.79784,86.30416293650795,9.011115664914133,9.392565277777777,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef102,0.8995749999999999,14707.68164335945,0.98056,0.96831,0.95167,0.91412,0.80126,86.52741662698412,9.027926606478776,9.403650515873018,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef104,0.901141,19203.95442756653,0.98089,0.96899,0.95266,0.91561,0.80454,86.72449265873016,9.042852330143647,9.4129125,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef106,0.902649,19203.725820523192,0.98122,0.96955,0.95354,0.91727,0.80755,86.92014853174602,9.057579733643559,9.422778214285715,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef108,0.9042199999999999,19072.67933032919,0.98162,0.9701,0.9544,0.91884,0.81082,87.12429476190476,9.072843448615128,9.432630595238095,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef110,0.905591,17628.64351956207,0.98183,0.97056,0.9551,0.92015,0.81395,87.3054973015873,9.08600508712931,9.440471468253968,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef115,0.908889,15006.276669854107,0.98251,0.97167,0.95697,0.92362,0.82052,87.73325051587302,9.117910356291315,9.460278809523809,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef120,0.912034,15884.461604445358,0.98316,0.97272,0.95864,0.92684,0.82681,88.15044968253969,9.148575384750101,9.479012817460319,0.5,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef150,0.9265890000000001,18117.588536276653,0.98567,0.97719,0.96579,0.94122,0.85842,90.08762551587303,9.289452926499798,9.563714999999998,0.6,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef180,0.9375410000000001,17433.019703038353,0.98791,0.98086,0.97151,0.9521,0.88172,91.53127996031746,9.39543112844387,9.628795238095238,0.7,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef20,0.701633,19900.442370806904,0.93277,0.87752,0.79643,0.66332,0.43627,62.185569007936515,7.0994139647555325,8.118506031746032,0.0,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef200,0.9430020000000001,10721.448530910144,0.98894,0.98255,0.97436,0.95708,0.89341,92.26116214285716,9.448376553404314,9.661134365079363,0.7,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef30,0.7633880000000001,14173.94864989069,0.95038,0.91222,0.85377,0.74684,0.53746,69.46657384920634,7.704461761611374,8.548817103174603,0.1,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef40,0.802484,15744.033925971542,0.95986,0.93065,0.88572,0.79922,0.60694,74.22097043650794,8.085722164599911,8.804388373015874,0.1,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef50,0.8292170000000001,15301.898177079163,0.96559,0.94202,0.90564,0.83249,0.65872,77.55716448412699,8.345851146745433,8.975053253968255,0.2,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef60,0.849643,17692.625359025853,0.96994,0.94995,0.91984,0.85789,0.69982,80.12418833333332,8.543204273737249,9.098697261904764,0.2,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef70,0.86592,12844.482172758931,0.97352,0.95602,0.93095,0.87654,0.73248,82.19487091269842,8.701173390215473,9.197588849206351,0.3,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef90,0.889305,19302.466597279774,0.97842,0.96474,0.94542,0.90276,0.78073,85.19738257936507,8.92828568961043,9.34130492063492,0.4,0.0,0.0
text2image-10M,zilliz,zilliz_(R48_L500)_ef95,0.8938940000000001,13129.484838735347,0.97929,0.96632,0.94834,0.90769,0.7901,85.79461714285715,8.973195771187196,9.370364682539684,0.4,0.0,0.0
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=1)",0.316303,32001.079137953107,0.75352,0.46927,0.29652,0.17838,0.08866,22.486565595238094,3.207678393824955,4.657237579365079,0.0,0.0,0.0
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=1024)",0.998649,42.538150758176684,0.99999,0.99997,0.99993,0.99985,0.99896,99.78678976190476,9.987254724406686,9.994550396825396,1.0,0.9,0.8
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=128)",0.968078,294.97450661891486,0.99987,0.9993,0.99681,0.98636,0.92774,95.03591829365081,9.68943486715748,9.850228690476191,0.8,0.6,0.3
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=16)",0.813125,3072.474650826368,0.99531,0.96988,0.90707,0.78935,0.57871,73.88961063492063,8.169475047132195,8.981139166666667,0.3,0.1,0.0
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=2)",0.452424,19266.47103015554,0.8836,0.6613,0.46684,0.30531,0.1666,34.551563293650794,4.5752821621278805,6.109787341269842,0.0,0.0,0.0
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=256)",0.9860599999999999,174.11236481912366,0.99996,0.99976,0.9992,0.99655,0.97444,97.79202888888892,9.86511842402143,9.937475753968254,0.9,0.8,0.5
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=32)",0.886401,1567.6319792806514,0.99862,0.99077,0.96361,0.89533,0.72609,83.43673234126985,8.890224916023948,9.418607103174603,0.5,0.3,0.0
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=4)",0.5903940000000001,10943.950655701,0.95351,0.81836,0.65081,0.46865,0.27808,48.25573277777779,5.9560379939978905,7.356087063492063,0.1,0.0,0.0
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=512)",0.99505,83.72823387567854,0.99999,0.99993,0.99984,0.99945,0.9937,99.20924511904764,9.95251586984262,9.978476388888886,1.0,0.9,0.7
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=64)",0.9364950000000001,453.8268643064131,0.99947,0.99728,0.98874,0.95689,0.84606,90.39943484126987,9.38058874406754,9.688730357142857,0.7,0.4,0.1
text2image-10M,faiss-ivf,"FaissIVF(n_list=10000, n_probe=8)",0.7137249999999999,5870.186717049391,0.98382,0.91794,0.80435,0.64114,0.4221,61.87653170634922,7.184334292055037,8.30985626984127,0.2,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=1, k_reorder=0)",0.36267226088142995,91351.16128845327,0.8487174239323236,0.5984445354072861,0.38494337563105474,0.18082275890298813,0.029710738163460225,26.748091675383936,3.892839108630382,5.980442176870748,0.0,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=10, k_reorder=0)",0.5794207941056079,33646.00017019986,0.9891867921953882,0.9171101105198527,0.7435530085959885,0.41789466502933553,0.07801200709510166,48.950274594078316,6.330135538175346,8.731177459840987,0.2,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=100, k_reorder=0)",0.659469231818802,4289.901669597769,0.9996247782780734,0.9860144630918269,0.8856938190749079,0.5593873652612907,0.11522717969709374,59.07069003978542,7.257627031984623,9.573919762110512,0.4,0.2,0.1
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=200, k_reorder=0)",0.6718174375767499,2329.714414271681,0.9997953336062219,0.9902101241642789,0.9047619047619048,0.5856528857961523,0.12771182971756037,60.85017106970137,7.402330011716287,9.686758355045297,0.4,0.3,0.1
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=5, k_reorder=0)",0.5340871878837495,44643.37322063104,0.9732569245463228,0.8598035202619729,0.6631873379724382,0.3553008595988539,0.06368535953063174,43.8466685942126,5.814225628876199,8.208006841705163,0.1,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=50, k_reorder=0)",0.6428776094965206,8171.262344442425,0.9984991131122937,0.9771455860281075,0.8584731887024151,0.5244576340564879,0.10379997271114749,56.81993837808921,7.065911711639258,9.419717441258578,0.3,0.2,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=1, k_reorder=1000)",0.4276606631191158,12784.38511790393,0.8515145313139583,0.6167280665848001,0.43819074907900124,0.2896029471960704,0.15732023468413153,33.102055706077394,4.379783069482176,6.015979003826937,0.0,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=10, k_reorder=1000)",0.7560035475508255,4385.084180344473,0.9903124573611679,0.9406126347387093,0.8489903124573611,0.707156501569109,0.4871401282576068,67.63561639237038,7.672388588908623,8.82371130559833,0.2,0.1,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=100, k_reorder=1000)",0.9197332514667759,2527.5227039117394,0.9993518897530359,0.9963501159776231,0.9809660253786329,0.9383613044071497,0.8044412607449857,88.41786407335937,9.25188084714957,9.707887588336831,0.6,0.4,0.1
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=200, k_reorder=1000)",0.9483353799972711,1497.1572091207397,0.9994883340155546,0.9987037795060718,0.9917110110519852,0.9693000409332787,0.8754946104516305,92.42367134692145,9.522783258899443,9.82771773147336,0.7,0.5,0.2
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=5, k_reorder=1000)",0.6789909946786737,7929.364809984482,0.9752694774184746,0.8846704871060171,0.7601650975576477,0.5973870923727658,0.38494337563105474,58.84172086535983,6.910828670447025,8.281840378621999,0.1,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=50, k_reorder=1000)",0.8825692454632282,3093.044715673446,0.9989766680311093,0.9907900122799836,0.9624778278073407,0.8894801473598035,0.7180720425706099,83.39855572123788,8.899844456954192,9.545889670736171,0.5,0.3,0.03149999999983351
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=1, k_reorder=100)",0.4276572520125529,38712.203189595326,0.8515145313139583,0.6167280665848001,0.43819074907900124,0.2896029471960704,0.15732023468413153,33.101437375332175,4.379735258829706,6.015979003826937,0.0,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=10, k_reorder=100)",0.7559421476326921,18457.93030822558,0.9903124573611679,0.9405785236730796,0.8489562013917314,0.7070882794378497,0.4870377950607177,67.62815540893212,7.671824340561357,8.82371130559833,0.2,0.1,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=100, k_reorder=100)",0.9195865738845681,4016.0791842957733,0.9993518897530359,0.9963160049119935,0.9808978032473734,0.9380884158821121,0.8042365943512075,88.39947780290085,9.250601608372591,9.707717033008683,0.6,0.4,0.1
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=200, k_reorder=100)",0.948117069177241,2215.333218591189,0.9994883340155546,0.998669668440442,0.9916427889207259,0.9690612634738709,0.8750170555328148,92.39763715897058,9.521023027502817,9.827547176145211,0.7,0.5,0.2
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=5, k_reorder=100)",0.6789023059080366,25130.155226668656,0.974996588893437,0.8846022649747578,0.760130986492018,0.5973188702415063,0.38480693136853594,58.83434759609033,6.910076879708599,8.281405868619336,0.1,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=50, k_reorder=100)",0.882385045708828,6705.113543340363,0.9987037795060718,0.990755901214354,0.9623413835448219,0.889309592031655,0.7177650429799427,83.37807162024313,8.897983945186795,9.54341661847802,0.5,0.3,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=1, k_reorder=10)",0.427531041069723,65096.5122201334,0.8517191977077364,0.6166598444535407,0.43808841588211217,0.28939828080229224,0.15691090189657525,33.088610667125806,4.378857061573894,6.016300622445731,0.0,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=10, k_reorder=10)",0.7542809387365261,22815.123799846995,0.9904830126893164,0.940305635148042,0.8479328694228407,0.7049733933688088,0.4831832446445627,67.44938608203549,7.659384601094554,8.822698802539163,0.2,0.1,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=100, k_reorder=10)",0.913340837767772,4633.1987498976505,0.9995224450811844,0.9961113385182153,0.9803520261972984,0.9339950880065493,0.7865329512893983,87.65421274367753,9.203722468369536,9.70502604894234,0.6,0.4,0.1
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=200, k_reorder=10)",0.9406979124027834,2333.3774553436347,0.9996588893437031,0.9986014463091827,0.9912334561331696,0.9659571565015691,0.8554714149270023,91.48959842612626,9.465428604231818,9.824571933198621,0.7,0.5,0.2
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=5, k_reorder=10)",0.6780120070951017,35170.418933413726,0.9752353663528449,0.88436348751535,0.7596875426388321,0.5962614272069859,0.38265793423386546,58.740626089659045,6.90350788367718,8.281610805735857,0.1,0.0,0.0
msspacev-10M,faiss-ivfpqfs,"FaissIVFPQfs(n_list=10000, n_probe=50, k_reorder=10)",0.8775753854550417,7443.898197485255,0.9988743348342202,0.990414790558057,0.961556829035339,0.885352708418611,0.7046663937781417,82.82245339237255,8.861908892661248,9.54079954172054,0.5,0.3,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 10})",0.714541547277937,174073.13729470773,0.9481170691772411,0.8796561604584527,0.7940373857279301,0.6753649884022377,0.4688224860144631,64.61503320685166,7.274088856550622,8.294146351632024,0.0,0.0,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 100})",0.9336642106699413,46397.07010111042,0.995156228680584,0.9852299085823442,0.9711079274116523,0.9406808568699686,0.8630781825624233,90.81097177011523,9.356124475767219,9.61518494694917,0.6,0.2,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 20})",0.8053997816891799,133513.96059303722,0.9724041479055806,0.9309592031655068,0.8754946104516305,0.7884090598990312,0.6232432801200709,75.05723593162195,8.13428662979922,8.854338710969902,0.2,0.0,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 30})",0.8488095238095237,93351.96122590285,0.9813071360349297,0.9528585072997681,0.9106631191158412,0.8402237685905307,0.6996179560649475,80.23594935427212,8.54738167321712,9.117544295655225,0.3,0.0,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 50})",0.8920248328557785,65998.10747646245,0.9889139036703507,0.9710055942147633,0.9432732978578251,0.8912198117069178,0.7805294037385728,85.53958589166325,8.958151555289614,9.372091084125469,0.4,0.0,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 60})",0.90518147086915,69844.78991728382,0.9914722335925774,0.9761563651248465,0.9529608404966571,0.9082412334561332,0.8052258152544686,87.15720815546848,9.08318304250587,9.449226626339806,0.5,0.1,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 70})",0.9147223359257743,56318.593422699705,0.9929390094146541,0.9797721380815937,0.959032610178742,0.918713330604448,0.8241574566789467,88.35720661234886,9.173637097949717,9.502347030821243,0.5,0.1,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 80})",0.9222063037249283,59144.833428893566,0.9940305635148042,0.9819893573475236,0.9637058261700095,0.9274116523400191,0.8393368808841588,89.32257751875026,9.245695284000472,9.547518744842732,0.5,0.1,0.0
msspacev-10M,puck,"Puck('C1000_F1000_N4_Neighborhood16_Construction200', {'search_coarse_count': 10, 'tinker_search_range': 90})",0.928516850866421,61106.928022566186,0.9945763405648792,0.9838313548915268,0.9676968208486834,0.9348137535816619,0.8525037522172193,90.13805316778095,9.306201031124553,9.58409636538474,0.6,0.1,0.0
msspacev-10M,scann,"ScaNN,tree=100/40000,AH2,reorder=10",0.5232739800791377,18484.568143309873,0.9988743348342202,0.9740414790558057,0.7477486696684404,0.1174785100286533,0.002285441397189248,45.4054227389778,6.198131192107842,9.53229830614194,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=100/40000,AH2,reorder=150",0.9396029471960704,15910.502810859183,0.9997953336062219,0.9974416700777732,0.9894596807204257,0.9607381634602264,0.8561195251739664,91.3219055849019,9.447149764880807,9.796619133167434,0.7,0.4,0.1
msspacev-10M,scann,"ScaNN,tree=100/40000,AH2,reorder=30",0.8372561058807477,17683.2503505796,0.9997612225405922,0.9961113385182153,0.97356392413699,0.8709919497885114,0.5570337017328422,79.29215653947028,8.674684225778922,9.751183599832803,0.5,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=10/40000,AH2,reorder=10",0.5308125255832993,66470.01181927281,0.9941328967116932,0.9464456269613862,0.7300450266066312,0.21401282576067676,0.011563651248465001,44.86232530261388,6.086325738163048,9.059676497150914,0.2,0.1,0.0
msspacev-10M,scann,"ScaNN,tree=10/40000,AH2,reorder=150",0.8340530768181198,34190.14762243199,0.995702005730659,0.9733592577432119,0.9189179969982262,0.820268795197162,0.6259039432391867,77.27226193724864,8.421341182552093,9.231666385115012,0.4,0.1,0.0
msspacev-10M,scann,"ScaNN,tree=10/40000,AH2,reorder=30",0.7760199208623277,41076.477098300755,0.9955655614681402,0.9703915950334289,0.9009073543457498,0.7592782098512758,0.4700504843771319,70.78760149395639,7.988927265416591,9.207784307610341,0.3,0.1,0.0
msspacev-10M,scann,"ScaNN,tree=120/40000,AH2,reorder=10",0.5222165370446172,17480.853134648678,0.99890844589985,0.974553145040251,0.7477827807340701,0.11137262928093873,0.002012552872151726,45.38795300036602,6.198361808155096,9.557114647833027,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=120/40000,AH2,reorder=150",0.9444330740892346,16225.386808926216,0.9998294446718515,0.9977827807340701,0.9910287897393915,0.965411379451494,0.8691499522445081,92.0231692645221,9.494871953458691,9.82421457917774,0.7,0.5,0.2
msspacev-10M,scann,"ScaNN,tree=120/40000,AH2,reorder=30",0.8394767362532406,18454.592127215194,0.9997953336062219,0.9965206713057716,0.9752694774184746,0.8744371674171101,0.561570473461591,79.65688301745405,8.702400408023738,9.778108194885721,0.5,0.4,0.2
msspacev-10M,scann,"ScaNN,tree=150/40000,AH2,reorder=10",0.5206985946240961,15170.731011049224,0.9988743348342202,0.9749283667621776,0.7466230045026606,0.10403875017055533,0.0015349979533360622,45.31520952857424,6.19409892176177,9.577519427064045,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=150/40000,AH2,reorder=150",0.9498533224177923,14733.481666097907,0.9998294446718515,0.9982944467185155,0.9929390094146541,0.9710738163460226,0.8823509346431982,92.80006746410758,9.547147299480116,9.84940844373407,0.7,0.5,0.2
msspacev-10M,scann,"ScaNN,tree=150/40000,AH2,reorder=30",0.8418713330604447,26384.234560067907,0.9997953336062219,0.9970323372902169,0.9779642516032201,0.8784622731614136,0.5661413562559694,80.035441667912,8.731173991045603,9.80250099084524,0.5,0.4,0.2
msspacev-10M,scann,"ScaNN,tree=20/40000,AH2,reorder=10",0.5312559694364852,49572.0971443684,0.9968617819620685,0.9615909401009688,0.7450538954836949,0.18249420111884296,0.006753990994678674,45.383440052238655,6.1651757113499945,9.276560337602088,0.3,0.1,0.0
msspacev-10M,scann,"ScaNN,tree=20/40000,AH2,reorder=150",0.8773775412743895,30117.76084149307,0.9982262245872561,0.9872765725201256,0.9553145040251058,0.880508937099195,0.7113180515759312,82.82454540236981,8.844803164601709,9.484315136433434,0.5,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=20/40000,AH2,reorder=30",0.8035782507845545,24935.20145522683,0.9981580024559967,0.9847523536635284,0.9370650839132214,0.8066925910765452,0.5046732159912676,74.42953939773935,8.292176426208307,9.452818575695161,0.4,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=30/40000,AH2,reorder=10",0.5298403602128531,24331.13076515296,0.9977145586028108,0.9665370446172739,0.7474075590121435,0.1662232228134807,0.005287215172601992,45.49685988690287,6.1860086732736,9.364560660303601,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=30/40000,AH2,reorder=150",0.8972745258561877,33306.37697465079,0.99890844589985,0.9915404557238369,0.9688224860144631,0.908377677718652,0.7553213262382317,85.46912528940263,9.037869006440763,9.58922331269343,0.5,0.3,0.0
msspacev-10M,scann,"ScaNN,tree=30/40000,AH2,reorder=30",0.8150361577295675,23264.672661181743,0.9988061127029608,0.9892891253922772,0.9507436212307272,0.8273980079137673,0.520159639787147,76.02130236048575,8.420151734453915,9.552418285047224,0.5,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=35/40000,AH2,reorder=10",0.5291308500477555,20710.843556767843,0.9978168917996998,0.968276708964388,0.74890844589985,0.15779778960294719,0.00494610451630509,45.52018630597734,6.191288990515773,9.392370789449178,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=35/40000,AH2,reorder=150",0.9041513166871333,30247.912910960447,0.9989766680311093,0.9926661208896166,0.9732569245463228,0.9181334424887434,0.7711147496247783,86.39592998135262,9.104430490237991,9.623388658233111,0.6,0.3,0.03149999999983351
msspacev-10M,scann,"ScaNN,tree=35/40000,AH2,reorder=30",0.8190783190066858,22535.036103278315,0.9988743348342202,0.9904830126893164,0.9558261700095511,0.8355164415336335,0.5271865193068631,76.59002451665161,8.46528485656499,9.586134095472,0.5,0.3,0.0
msspacev-10M,scann,"ScaNN,tree=40/40000,AH2,reorder=10",0.528639650702688,19152.583182049064,0.9981238913903671,0.9695047073270568,0.7498294446718515,0.1529199072179015,0.004775549188156638,45.546368985352814,6.196106565772771,9.416209686676327,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=40/40000,AH2,reorder=150",0.9098308091144768,20898.046074196092,0.9991813344248874,0.9939964524491746,0.9764974757811434,0.9250920998772002,0.7839063992359121,87.16341109031961,9.159542628621844,9.653492079735427,0.6,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=40/40000,AH2,reorder=30",0.8223325146677583,19236.78714053703,0.9991131122936281,0.9918133442488744,0.9592372765725201,0.8409401009687543,0.5326784008732433,77.05400837507878,8.501884766759312,9.61572585098987,0.5,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=45/40000,AH2,reorder=10",0.528076818119798,29197.436648132563,0.9983626688497749,0.9702210397052804,0.7505798881157048,0.14804202483285578,0.004673215991267567,45.549814338342784,6.198716039037783,9.434966576570138,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=45/40000,AH2,reorder=150",0.9140844589984992,25265.87915673427,0.9993860008186656,0.9944057852367308,0.9788170282439623,0.9303793150498022,0.7941056078591895,87.75781048649961,9.201093835811944,9.675845385909856,0.6,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=45/40000,AH2,reorder=30",0.8246486560240142,26040.504617331688,0.9993177786874062,0.9925296766270978,0.9616591622322281,0.8451698731068359,0.5364306180925092,77.40066803544086,8.528710110096318,9.63743673209494,0.5,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=50/40000,AH2,reorder=10",0.5274150634465821,42915.130057116534,0.9983285577841452,0.971142038477282,0.7495906672124437,0.14377814162914448,0.004195661072451904,45.526889536457695,6.198553600236695,9.448435033039003,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=50/40000,AH2,reorder=150",0.9180140537590395,22745.672357452717,0.9993860008186656,0.9948833401555465,0.9808636921817437,0.9352913085004776,0.8030427070541684,88.28495084757877,9.238163006968586,9.69270383256773,0.6,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=50/40000,AH2,reorder=30",0.8267874198389957,25112.089473711083,0.9993177786874062,0.993280120070951,0.9631941601855643,0.8494678673761769,0.5397052803929595,77.7012337647571,8.551899308622257,9.653013171202897,0.5,0.3,0.1
msspacev-10M,scann,"ScaNN,tree=80/40000,AH2,reorder=10",0.5246793559830809,27106.54379916855,0.9987037795060718,0.9728475917587666,0.7502046663937781,0.1251876108609633,0.0027971073816346025,45.46402961057075,6.200859059741834,9.511792276605007,0.3,0.2,0.0
msspacev-10M,scann,"ScaNN,tree=80/40000,AH2,reorder=150",0.9336028107518078,18325.75887808876,0.9995906672124437,0.9966230045026606,0.9872424614544958,0.9539159503342884,0.8414858780188293,90.47250133737035,9.389469402369288,9.770994819449589,0.7,0.4,0.1
