algorithm,config,recall,robustness_0.1,robustness_0.3,robustness_0.5,robustness_0.7,robustness_0.9,qps
IVFFlat,angular_n_list_10000_n_probe_1,0.316303,0.753520,0.469270,0.296520,0.178380,0.088660,23394.83
IVFFlat,angular_n_list_10000_n_probe_1024,0.998649,0.999990,0.999970,0.999930,0.999850,0.998960,66.19
IVFFlat,angular_n_list_10000_n_probe_128,0.968078,0.999870,0.999300,0.996810,0.986360,0.927740,364.38
IVFFlat,angular_n_list_10000_n_probe_16,0.813125,0.995310,0.969880,0.907070,0.789350,0.578710,2621.41
IVFFlat,angular_n_list_10000_n_probe_2,0.452424,0.883600,0.661300,0.466840,0.305310,0.166600,14983.22
IVFFlat,angular_n_list_10000_n_probe_256,0.986060,0.999960,0.999760,0.999200,0.996550,0.974440,185.45
IVFFlat,angular_n_list_10000_n_probe_32,0.886401,0.998620,0.990770,0.963610,0.895330,0.726090,1432.94
IVFFlat,angular_n_list_10000_n_probe_4,0.590394,0.953510,0.818360,0.650810,0.468650,0.278080,9082.12
IVFFlat,angular_n_list_10000_n_probe_512,0.995050,0.999990,0.999930,0.999840,0.999450,0.993700,93.65
IVFFlat,angular_n_list_10000_n_probe_64,0.936495,0.999470,0.997280,0.988740,0.956890,0.846060,710.04
IVFFlat,angular_n_list_10000_n_probe_8,0.713725,0.983820,0.917940,0.804350,0.641140,0.422100,5073.79
HNSW,angular_M_128_efConstruction_500_ef_1024,0.982544,0.995800,0.993750,0.991770,0.988520,0.973770,745.45
HNSW,angular_M_128_efConstruction_500_ef_128,0.898911,0.975550,0.961420,0.943810,0.909610,0.811210,4387.27
HNSW,angular_M_128_efConstruction_500_ef_2048,0.991864,0.998270,0.997440,0.996550,0.995340,0.988980,383.96
HNSW,angular_M_128_efConstruction_500_ef_256,0.940476,0.985810,0.978260,0.969470,0.952100,0.892930,2546.99
HNSW,angular_M_128_efConstruction_500_ef_32,0.746462,0.932000,0.884200,0.822580,0.723250,0.541680,11492.16
HNSW,angular_M_128_efConstruction_500_ef_4096,0.996222,0.999300,0.998920,0.998550,0.998060,0.995600,154.88
HNSW,angular_M_128_efConstruction_500_ef_512,0.966472,0.991850,0.987790,0.983420,0.975470,0.943840,1355.31
HNSW,angular_M_128_efConstruction_500_ef_64,0.836489,0.959100,0.933200,0.899570,0.837490,0.694420,7030.88
HNSW,angular_M_16_efConstruction_500_ef_1024,0.930777,0.986850,0.980620,0.972980,0.953810,0.867620,1422.44
HNSW,angular_M_16_efConstruction_500_ef_128,0.737535,0.926590,0.884160,0.826340,0.721990,0.512580,11335.14
HNSW,angular_M_16_efConstruction_500_ef_2048,0.958464,0.993770,0.990970,0.987440,0.979240,0.924490,615.35
HNSW,angular_M_16_efConstruction_500_ef_256,0.825383,0.956230,0.932920,0.901830,0.835350,0.662000,5428.76
HNSW,angular_M_16_efConstruction_500_ef_32,0.475529,0.800200,0.671730,0.537650,0.377640,0.190470,32700.86
HNSW,angular_M_16_efConstruction_500_ef_4096,0.974721,0.997320,0.996080,0.994550,0.991120,0.958680,212.94
HNSW,angular_M_16_efConstruction_500_ef_512,0.888071,0.975310,0.962790,0.946750,0.908830,0.780590,3054.55
HNSW,angular_M_16_efConstruction_500_ef_64,0.620575,0.879530,0.803250,0.706670,0.565070,0.347530,19531.87
HNSW,angular_M_32_efConstruction_500_ef_1024,0.974236,0.994310,0.991430,0.988520,0.983060,0.959200,896.73
HNSW,angular_M_32_efConstruction_500_ef_128,0.856890,0.961040,0.941290,0.915510,0.866310,0.733580,6184.07
HNSW,angular_M_32_efConstruction_500_ef_2048,0.987253,0.997640,0.996300,0.995000,0.992890,0.982660,446.80
HNSW,angular_M_32_efConstruction_500_ef_256,0.914588,0.977490,0.967400,0.954890,0.929150,0.843740,3455.49
HNSW,angular_M_32_efConstruction_500_ef_32,0.649654,0.885870,0.815080,0.730010,0.604580,0.402790,18014.27
HNSW,angular_M_32_efConstruction_500_ef_4096,0.993854,0.999180,0.998640,0.998050,0.997400,0.993150,194.76
HNSW,angular_M_32_efConstruction_500_ef_512,0.951308,0.987960,0.982160,0.976190,0.964170,0.915530,1847.94
HNSW,angular_M_32_efConstruction_500_ef_64,0.771085,0.933420,0.895580,0.845730,0.761260,0.583760,10923.50
HNSW,angular_M_64_efConstruction_500_ef_1024,0.980523,0.995360,0.992990,0.990740,0.986860,0.970520,762.04
HNSW,angular_M_64_efConstruction_500_ef_128,0.887343,0.971380,0.955400,0.936280,0.897390,0.790510,4548.19
HNSW,angular_M_64_efConstruction_500_ef_2048,0.990452,0.997940,0.996740,0.995600,0.994070,0.987230,386.22
HNSW,angular_M_64_efConstruction_500_ef_256,0.933657,0.983620,0.975150,0.965540,0.946000,0.879730,2637.86
HNSW,angular_M_64_efConstruction_500_ef_32,0.718575,0.918600,0.864520,0.797130,0.690390,0.500640,13315.26
HNSW,angular_M_64_efConstruction_500_ef_4096,0.995648,0.999220,0.998700,0.998210,0.997650,0.994960,166.68
HNSW,angular_M_64_efConstruction_500_ef_512,0.963312,0.991370,0.986710,0.981980,0.973240,0.937670,1469.33
HNSW,angular_M_64_efConstruction_500_ef_64,0.818379,0.951410,0.922530,0.885020,0.817080,0.663830,7905.13
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_100,0.860327,0.982950,0.964600,0.934390,0.868060,0.702720,10639.50
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_110,0.869561,0.984000,0.967240,0.939870,0.879460,0.722610,10165.90
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_120,0.877488,0.984940,0.969580,0.944710,0.888350,0.739750,9264.72
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_160,0.901463,0.987640,0.976020,0.957650,0.915130,0.792740,11722.63
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_165,0.903698,0.987830,0.976500,0.958780,0.917780,0.797650,7970.89
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_170,0.905949,0.988150,0.977120,0.960040,0.920290,0.802590,7591.87
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_175,0.908096,0.988410,0.977700,0.961200,0.922710,0.807460,7424.41
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_190,0.913813,0.989150,0.979250,0.964100,0.928840,0.819810,11228.93
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_200,0.917383,0.989710,0.980080,0.965820,0.932520,0.828170,7011.62
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_30,0.700657,0.958570,0.901470,0.807750,0.651620,0.396300,24303.48
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_300,0.940704,0.992170,0.985690,0.976390,0.954850,0.880440,5398.72
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_350,0.948039,0.993130,0.987340,0.979710,0.961850,0.896300,4808.73
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_50,0.778173,0.971820,0.935790,0.875510,0.761670,0.536260,18378.30
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_100_reorder_150,0.941686,0.999920,0.999230,0.993940,0.969960,0.866660,18282.52
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_100_reorder_30,0.804559,0.999440,0.991280,0.951390,0.821300,0.487820,19499.92
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_100_reorder_500,0.955463,0.999970,0.999580,0.996770,0.981180,0.903700,16378.19
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_10_reorder_150,0.780264,0.995950,0.963150,0.882660,0.741880,0.516360,31763.40
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_10_reorder_30,0.689203,0.994110,0.945410,0.824310,0.613500,0.306820,34711.72
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_10_reorder_500,0.787214,0.996160,0.964670,0.887000,0.750960,0.531930,23616.54
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_30_reorder_150,0.882951,0.999630,0.993790,0.968930,0.896870,0.717520,26529.39
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_30_reorder_30,0.764298,0.998650,0.981520,0.915120,0.747320,0.412600,28581.64
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_30_reorder_500,0.893720,0.999680,0.994620,0.973080,0.909620,0.744270,18756.55
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_33_reorder_150,0.889310,0.999700,0.994680,0.972530,0.905750,0.732620,26178.88
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_33_reorder_30,0.768725,0.998790,0.982910,0.919340,0.755130,0.420310,28314.56
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_33_reorder_500,0.900409,0.999740,0.995560,0.976640,0.918310,0.760170,21438.19
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_35_reorder_150,0.893213,0.999710,0.995270,0.974530,0.911140,0.742240,25565.23
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_35_reorder_30,0.771425,0.998850,0.983710,0.922150,0.760170,0.424970,26921.02
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_35_reorder_500,0.904465,0.999760,0.996130,0.978710,0.923740,0.770400,21602.68
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_40_reorder_150,0.901298,0.999800,0.996210,0.978690,0.922120,0.762080,25209.69
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_40_reorder_30,0.777009,0.999020,0.985060,0.927670,0.770520,0.434780,26176.32
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_40_reorder_500,0.912940,0.999820,0.997010,0.982800,0.934910,0.791580,20917.19
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_45_reorder_150,0.907881,0.999870,0.997070,0.982080,0.931070,0.777480,24394.82
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_45_reorder_30,0.781575,0.999200,0.986630,0.931920,0.778630,0.442970,25296.90
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_45_reorder_500,0.919885,0.999910,0.997760,0.986150,0.943480,0.808610,20506.94
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_50_reorder_150,0.913341,0.999900,0.997570,0.984700,0.937830,0.791700,23593.92
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_50_reorder_30,0.785437,0.999290,0.987570,0.935610,0.785490,0.450080,24855.81
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_50_reorder_500,0.925666,0.999920,0.998190,0.988530,0.950490,0.823930,19797.95
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_80_reorder_150,0.934071,0.999920,0.998950,0.992170,0.962370,0.846000,18948.79
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_80_reorder_30,0.799434,0.999420,0.990470,0.947660,0.811640,0.476980,21451.41
ScaNN,ip_dim_200_download_false_metric_ip_tree_size_40000_leaves_to_search_80_reorder_500,0.947355,0.999950,0.999350,0.995160,0.973980,0.881360,17241.57
Zilliz,ip_L_500_R_48_buildthreads_64_ef_100,0.897849,0.980140,0.967710,0.950610,0.912320,0.797840,57994.38
Zilliz,ip_L_500_R_48_buildthreads_64_ef_102,0.899575,0.980560,0.968310,0.951670,0.914120,0.801260,57850.36
Zilliz,ip_L_500_R_48_buildthreads_64_ef_104,0.901141,0.980890,0.968990,0.952660,0.915610,0.804540,57635.60
Zilliz,ip_L_500_R_48_buildthreads_64_ef_106,0.902649,0.981220,0.969550,0.953540,0.917270,0.807550,56972.18
Zilliz,ip_L_500_R_48_buildthreads_64_ef_108,0.904220,0.981620,0.970100,0.954400,0.918840,0.810820,56115.72
Zilliz,ip_L_500_R_48_buildthreads_64_ef_110,0.905591,0.981830,0.970560,0.955100,0.920150,0.813950,55558.93
Zilliz,ip_L_500_R_48_buildthreads_64_ef_115,0.908889,0.982510,0.971670,0.956970,0.923620,0.820520,53707.34
Zilliz,ip_L_500_R_48_buildthreads_64_ef_120,0.912034,0.983160,0.972720,0.958640,0.926840,0.826810,51747.58
Zilliz,ip_L_500_R_48_buildthreads_64_ef_150,0.926589,0.985670,0.977190,0.965790,0.941220,0.858420,43217.86
Zilliz,ip_L_500_R_48_buildthreads_64_ef_180,0.937541,0.987910,0.980860,0.971510,0.952100,0.881720,36697.15
Zilliz,ip_L_500_R_48_buildthreads_64_ef_20,0.701633,0.932770,0.877520,0.796430,0.663320,0.436270,188677.81
Zilliz,ip_L_500_R_48_buildthreads_64_ef_200,0.943002,0.988940,0.982550,0.974360,0.957080,0.893410,33968.42
Zilliz,ip_L_500_R_48_buildthreads_64_ef_30,0.763388,0.950380,0.912220,0.853770,0.746840,0.537460,146525.70
Zilliz,ip_L_500_R_48_buildthreads_64_ef_40,0.802484,0.959860,0.930650,0.885720,0.799220,0.606940,120455.57
Zilliz,ip_L_500_R_48_buildthreads_64_ef_50,0.829217,0.965590,0.942020,0.905640,0.832490,0.658720,102830.68
Zilliz,ip_L_500_R_48_buildthreads_64_ef_60,0.849643,0.969940,0.949950,0.919840,0.857890,0.699820,89770.35
Zilliz,ip_L_500_R_48_buildthreads_64_ef_70,0.865920,0.973520,0.956020,0.930950,0.876540,0.732480,79877.69
Zilliz,ip_L_500_R_48_buildthreads_64_ef_90,0.889305,0.978420,0.964740,0.945420,0.902760,0.780730,61099.45
Zilliz,ip_L_500_R_48_buildthreads_64_ef_95,0.893894,0.979290,0.966320,0.948340,0.907690,0.790100,59408.55
